ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
38920,с.,Костенковци,GAB,GAB05,GAB05-00,3,8,6,1864,07,2494
38933,с.,Костенци,MON,MON02,MON02-00,3,8,5,1864,11,2495
38947,с.,Кости,BGS,BGS13,BGS13-00,3,7,2,1864,02,2496
38950,с.,Костиево,PDV,PDV17,PDV17-08,3,5,3,1864,15,2497
38964,с.,Костилково,HKV,HKV11,HKV11-00,3,8,5,1864,26,2498
38978,гр.,Костинброд,SFO,SFO26,SFO26-00,1,3,6,1864,22,2499
38981,с.,Костино,KRZ,KRZ16,KRZ16-16,3,7,6,1864,08,2500
38995,с.,Костичовци,VID,VID16,VID16-00,3,8,4,1864,05,2501
39001,с.,Костур,HKV,HKV28,HKV28-00,3,8,5,1864,26,2502
39013,с.,Костурино,KRZ,KRZ14,KRZ14-20,3,8,5,1864,08,2503
39027,с.,Костуринци,PER,PER51,PER51-00,3,8,7,1864,13,2504
39030,гр.,Котел,SLV,SLV11,SLV11-00,1,3,6,1864,19,2505
39044,с.,Котеновци,MON,MON02,MON02-00,3,7,5,1864,11,2506
39058,с.,Котлари,KRZ,KRZ15,KRZ15-41,3,8,3,1864,08,2507
39061,с.,Котленци,DOB,DOB15,DOB15-00,3,7,4,1864,24,2508
39075,с.,Котуци,VTR,VTR13,VTR13-00,3,8,6,1864,04,2509
39089,с.,Кочан,BLG,BLG42,BLG42-07,3,5,7,1864,01,2510
39092,с.,Кочани,SML,SML18,SML18-00,3,7,6,1864,20,2511
39102,с.,Кочево,PDV,PDV28,PDV28-06,3,6,3,1864,15,2512
39116,гр.,Кочериново,KNL,KNL27,KNL27-00,1,4,5,1864,09,2513
39127,с.,Кочмар,DOB,DOB27,DOB27-00,3,7,4,1864,24,2514
39133,с.,Кочово,SHU,SHU23,SHU23-04,3,6,3,1864,27,2515
39147,с.,Кошава,VID,VID09,VID09-20,3,6,1,1864,05,2516
39150,с.,Кошарево,PER,PER08,PER08-00,3,7,7,1864,13,2517
41251,с.,Кошарите,PER,PER36,PER36-00,3,8,6,1864,13,2518
39164,с.,Кошарица,BGS,BGS15,BGS15-04,3,5,3,1864,02,2519
39178,с.,Кошарна,RSE,RSE33,RSE33-05,3,6,3,1864,17,2520
39181,с.,Кошница,SML,SML31,SML31-00,3,8,7,1864,20,2521
39195,с.,Кошничари,TGV,TGV35,TGV35-00,3,8,5,1864,25,2522
39205,с.,Кошов,RSE,RSE13,RSE13-00,3,7,2,1864,17,2523
39222,с.,Кравино,SZR,SZR23,SZR23-00,3,8,3,1864,23,2524
39236,с.,Краводер,VRC,VRC21,VRC21-08,3,6,3,1864,06,2525
39242,с.,Крагулево,DOB,DOB15,DOB15-00,3,8,3,1864,24,2526
39267,с.,Краево,SFO,SFO07,SFO07-00,3,7,7,1864,22,2527
39270,с.,Краище,BLG,BLG02,BLG02-06,3,5,8,1864,01,2528
39284,с.,Краище,DOB,DOB12,DOB12-00,3,8,3,1864,24,2529
39298,с.,Крайгорци,SHU,SHU10,SHU10-00,3,7,5,1864,27,2530
39311,с.,Крайна,SML,SML16,SML16-00,3,8,7,1864,20,2531
41277,с.,Крайна,SML,SML18,SML18-00,3,8,5,1864,20,2532
39325,с.,Крайни дол,KNL,KNL48,KNL48-00,3,8,6,1864,09,2533
39339,с.,Крайници,KNL,KNL48,KNL48-09,3,5,6,1864,09,2534
39342,с.,Крайно село,KRZ,KRZ16,KRZ16-43,3,7,4,1864,08,2535
39356,с.,Крайново,JAM,JAM03,JAM03-00,3,8,5,1864,28,2536
39368,с.,Крайполе,TGV,TGV02,TGV02-00,3,8,5,1864,25,2537
39373,с.,Кракра,VAR,VAR09,VAR09-00,3,8,4,1864,03,2538
39387,с.,Кралев дол,PER,PER32,PER32-10,3,6,7,1864,13,2539
39390,с.,Кралево,TGV,TGV35,TGV35-17,3,6,4,1864,25,2540
39400,с.,Кралево,HKV,HKV30,HKV30-00,3,7,4,1864,26,2541
39428,с.,Крали Марко,PAZ,PAZ19,PAZ19-00,3,7,4,1864,12,2542
39431,с.,Крамолин,GAB,GAB29,GAB29-16,3,6,5,1864,07,2543
39445,с.,Кран,KRZ,KRZ14,KRZ14-19,3,7,6,1864,08,2544
39459,с.,Кранево,DOB,DOB03,DOB03-07,3,4,1,1864,24,2545
39462,с.,Краново,SLS,SLS15,SLS15-00,3,8,3,1864,18,2546
39483,с.,Крапец,VRC,VRC27,VRC27-00,3,7,5,1864,06,2547
39493,с.,Крапец,DOB,DOB29,DOB29-00,3,7,1,1864,24,2548
39503,с.,Крапчене,MON,MON29,MON29-00,3,7,3,1864,11,2549
39517,с.,Красава,PER,PER08,PER08-00,3,8,7,1864,13,2550
39520,с.,Красен,RSE,RSE13,RSE13-03,3,6,2,1864,17,2551
39534,с.,Красен,DOB,DOB12,DOB12-00,3,6,3,1864,24,2552
39548,с.,Красен дол,SHU,SHU21,SHU21-00,3,7,5,1864,27,2553
39551,с.,Красимир,VAR,VAR16,VAR16-00,3,8,2,1864,03,2554
39565,с.,Красино,KRZ,KRZ15,KRZ15-21,3,8,5,1864,08,2555
39582,с.,Красно градище,VTR,VTR32,VTR32-00,3,8,3,1864,04,2556
39579,с.,Красново,PDV,PDV37,PDV37-02,3,6,5,1864,15,2557
39596,с.,Красноселци,TGV,TGV22,TGV22-00,3,7,6,1864,25,2558
39606,с.,Крачимир,VID,VID01,VID01-00,3,8,5,1864,05,2559
39614,с.,Кремен,BLG,BLG01,BLG01-00,3,7,8,1864,01,2560
41174,с.,Кремен,KRZ,KRZ14,KRZ14-42,3,8,5,1871,08,2561
39623,с.,Кремена,DOB,DOB03,DOB03-00,3,7,4,1864,24,2562
39637,с.,Кремене,SML,SML31,SML31-00,3,8,8,1864,20,2563
80131,с.,Кременец,KRZ,KRZ21,KRZ21-16,3,8,6,1864,08,2564
39640,с.,Кременик,KNL,KNL48,KNL48-00,3,8,7,1864,09,2565
39668,с.,Крепост,HKV,HKV09,HKV09-14,3,5,4,1864,26,2566
39671,с.,Крепча,TGV,TGV23,TGV23-04,3,5,3,1864,25,2567
39685,с.,Креслювци,GAB,GAB35,GAB35-00,3,8,6,1864,07,2568
14492,гр.,Кресна,BLG,BLG28,BLG28-00,1,4,6,1864,01,2569
39709,с.,Крета,VRC,VRC27,VRC27-00,3,7,4,1864,06,2570
39712,с.,Крета,PVN,PVN08,PVN08-00,3,7,2,1864,14,2571
39726,с.,Крибул,BLG,BLG42,BLG42-08,3,6,7,1864,01,2572
39730,с.,Крива бара,VRC,VRC20,VRC20-03,3,6,2,1864,06,2573
39743,с.,Крива бара,MON,MON07,MON07-07,3,6,2,1864,11,2574
39757,с.,Крива круша,SLV,SLV16,SLV16-00,3,8,5,1864,19,2575
39760,с.,Крива река,SHU,SHU21,SHU21-05,3,7,4,1864,27,2576
39788,с.,Кривина,RSE,RSE37,RSE37-06,3,6,2,1864,17,2577
39791,с.,Кривина,SOF,SOF46,SOF46-60,3,5,6,1864,21,2578
39801,с.,Кривини,VAR,VAR13,VAR13-00,3,8,2,1864,03,2579
39815,с.,Кривица,RAZ,RAZ29,RAZ29-09,3,7,5,1864,16,2580
39829,с.,Кривня,VAR,VAR24,VAR24-00,3,7,4,1864,03,2581
39832,с.,Кривня,RSE,RSE05,RSE05-04,3,6,3,1864,17,2582
39863,с.,Криво поле,HKV,HKV34,HKV34-19,3,6,4,1864,26,2583
39846,гр.,Криводол,VRC,VRC21,VRC21-00,1,4,3,1864,06,2584
39855,с.,Кривонос,PER,PER08,PER08-00,3,8,7,1864,13,2585
39877,с.,Крилатица,KRZ,KRZ14,KRZ14-20,3,7,5,1864,08,2586
39880,с.,Крилювци,VTR,VTR13,VTR13-00,3,8,6,1864,04,2587
39894,с.,Крин,KRZ,KRZ16,KRZ16-12,3,7,5,1864,08,2588
39918,с.,Крислово,PDV,PDV17,PDV17-09,3,6,3,1864,15,2589
39921,гр.,Кричим,PDV,PDV39,PDV39-00,1,3,3,1864,15,2590
39935,с.,Кромидово,BLG,BLG33,BLG33-00,3,7,3,1864,01,2591
39949,с.,Крояч,RAZ,RAZ17,RAZ17-00,3,7,4,1864,16,2592
39952,с.,Кроячево,KRZ,KRZ02,KRZ02-00,3,8,6,1864,08,2593
39966,с.,Крум,HKV,HKV09,HKV09-15,3,6,3,1864,26,2594
39970,гр.,Крумовград,KRZ,KRZ15,KRZ15-00,1,3,4,1864,08,2595
39983,с.,Крумово,VAR,VAR02,VAR02-00,3,7,5,1864,03,2596
39997,с.,Крумово,KNL,KNL27,KNL27-00,3,8,5,1864,09,2597
40004,с.,Крумово,PDV,PDV26,PDV26-14,3,4,3,1864,15,2598
40018,с.,Крумово,JAM,JAM25,JAM25-21,3,6,3,1864,28,2599
40021,с.,Крумово градище,BGS,BGS09,BGS09-16,3,7,4,1864,02,2600
40035,с.,Крумчевци,VTR,VTR13,VTR13-09,3,8,5,1864,04,2601
40049,с.,Крупен,DOB,DOB17,DOB17-00,3,8,3,1864,24,2602
40052,с.,Крупник,BLG,BLG44,BLG44-06,3,4,5,1864,01,2603
40066,с.,Круша,VAR,VAR01,VAR01-00,3,8,1,1864,03,2604
40070,с.,Круша,SFO,SFO16,SFO16-00,3,8,6,1864,22,2605
40083,с.,Крушаре,SLV,SLV20,SLV20-25,3,5,3,1864,19,2606
40097,с.,Крушари,DOB,DOB20,DOB20-00,3,5,3,1864,24,2607
40110,с.,Крушев дол,SML,SML16,SML16-00,3,8,7,1864,20,2608
40124,с.,Крушевец,BGS,BGS21,BGS21-08,3,6,3,1864,02,2609
40138,с.,Крушево,BLG,BLG13,BLG13-00,3,7,8,1864,01,2610
40141,с.,Крушево,GAB,GAB29,GAB29-17,3,6,5,1864,07,2611
40155,с.,Крушево,PDV,PDV23,PDV23-13,3,6,3,1864,15,2612
40169,с.,Крушевска,KRZ,KRZ16,KRZ16-16,3,7,6,1864,08,2613
40172,с.,Крушето,VTR,VTR06,VTR06-06,3,6,2,1864,04,2614
40186,с.,Крушка,KRZ,KRZ16,KRZ16-00,3,8,5,1864,08,2615
40195,с.,Крушовене,PVN,PVN10,PVN10-08,3,5,1,1864,14,2616
40200,с.,Крушовица,VRC,VRC28,VRC28-02,3,5,2,1864,06,2617
40213,с.,Крушовица,PVN,PVN11,PVN11-04,3,5,1,1864,14,2618
40227,с.,Крушовица,SFO,SFO17,SFO17-02,3,8,7,1864,22,2619
40230,с.,Крушово,BGS,BGS09,BGS09-00,3,7,3,1864,02,2620
40244,с.,Крушово,PDV,PDV15,PDV15-00,3,8,8,1864,15,2621
40258,с.,Крушолак,TGV,TGV02,TGV02-00,3,8,6,1864,25,2622
40261,с.,Крушуна,LOV,LOV17,LOV17-02,3,6,3,1864,10,2623
40275,с.,Кръвеник,GAB,GAB29,GAB29-00,3,7,6,1864,07,2624
40292,гр.,Крън,SZR,SZR12,SZR12-08,1,4,5,1864,23,2625
40302,с.,Крънджилица,BLG,BLG33,BLG33-00,3,8,7,1864,01,2626
40316,с.,Крънча,GAB,GAB12,GAB12-00,3,8,5,1864,07,2627
41136,с.,Кръстава,PAZ,PAZ08,PAZ08-09,3,6,8,1864,12,2628
40326,с.,Кръстатица,SML,SML02,SML02-00,3,8,8,1864,20,2629
40333,с.,Кръстевич,PDV,PDV37,PDV37-03,3,7,5,1864,15,2630
40350,с.,Кръстеняците,GAB,GAB35,GAB35-00,3,8,6,1864,07,2631
40364,с.,Кръстец,GAB,GAB35,GAB35-00,3,8,7,1864,07,2632
40378,с.,Кръстилци,BLG,BLG40,BLG40-00,3,8,6,1864,01,2633
40381,с.,Кръстина,BGS,BGS08,BGS08-04,3,6,2,1864,02,2634
40395,с.,Кръшно,TGV,TGV35,TGV35-00,3,7,4,1864,25,2635
40419,с.,Кубадин,BGS,BGS06,BGS06-00,3,8,3,1864,02,2636
40422,гр.,Кубрат,RAZ,RAZ16,RAZ16-00,1,3,4,1864,16,2637
40436,с.,Кубратово,SOF,SOF46,SOF46-40,3,5,6,1871,21,2638
40441,с.,Куделин,VID,VID06,VID06-06,3,6,3,1864,05,2639
40453,с.,Кузьово,BLG,BLG02,BLG02-00,3,7,8,1864,01,2640
40467,гр.,Куклен,PDV,PDV42,PDV42-00,1,4,4,1864,15,2641
40470,с.,Кукля,GAB,GAB12,GAB12-00,3,8,6,1864,07,2642
40484,с.,Кукорево,JAM,JAM25,JAM25-22,3,5,3,1864,28,2643
40498,с.,Кукувица,SML,SML31,SML31-41,3,8,8,1864,20,2644
40508,с.,Кукурахцево,BLG,BLG33,BLG33-00,3,8,7,1864,01,2645
40511,с.,Кукуряк,KRZ,KRZ14,KRZ14-00,3,7,6,1864,08,2646
40525,гр.,Кула,VID,VID22,VID22-00,1,4,4,1871,05,2647
40539,с.,Кулата,BLG,BLG33,BLG33-23,3,5,2,1864,01,2648
40573,с.,Кулина вода,PVN,PVN03,PVN03-00,3,7,3,1864,14,2649
40587,с.,Куманите,GAB,GAB12,GAB12-02,3,8,6,1864,07,2650
40590,с.,Куманово,VAR,VAR02,VAR02-00,3,7,4,1864,03,2651
40628,с.,Кундево,SML,SML18,SML18-00,3,7,7,1864,20,2652
40645,с.,Кунино,VRC,VRC32,VRC32-03,3,6,3,1864,06,2653
40659,с.,Купен,GAB,GAB29,GAB29-00,3,8,5,1864,07,2654
40662,с.,Купен,SML,SML16,SML16-00,3,8,8,1864,20,2655
40676,с.,Купците,KRZ,KRZ08,KRZ08-12,3,8,6,1864,08,2656
40693,с.,Курново,VRC,VRC32,VRC32-00,3,7,5,1864,06,2657
40703,с.,Куртово,PDV,PDV13,PDV13-00,3,7,5,1864,15,2658
40717,с.,Куртово Конаре,PDV,PDV41,PDV41-02,3,5,3,1864,15,2659
40748,с.,Кутела,SML,SML31,SML31-15,3,7,8,1864,20,2660
40751,с.,Кутловица,SLS,SLS01,SLS01-01,3,8,3,1864,18,2661
41263,с.,Кутово,VID,VID09,VID09-21,3,6,1,1864,05,2662
40765,с.,Кутугерци,KNL,KNL29,KNL29-00,3,8,8,1864,09,2663
40779,с.,Куцаровци,VTR,VTR04,VTR04-00,3,8,5,1864,04,2664
40782,с.,Куцина,VTR,VTR26,VTR26-06,3,6,2,1864,04,2665
40796,с.,Куцово,KRZ,KRZ35,KRZ35-15,3,8,6,1864,08,2666
40806,с.,Кушла,SML,SML11,SML11-00,3,8,6,1864,20,2667
40823,с.,Къклица,KRZ,KRZ15,KRZ15-22,3,8,5,1864,08,2668
40837,с.,Къкрина,LOV,LOV18,LOV18-00,3,7,6,1864,10,2669
40840,с.,Кълново,SHU,SHU25,SHU25-00,3,7,2,1864,27,2670
40868,с.,Кънчево,SZR,SZR12,SZR12-09,3,5,5,1864,23,2671
40871,с.,Къпинец,TGV,TGV02,TGV02-00,3,8,5,1864,25,2672
36107,с.,Къпиново,VTR,VTR04,VTR04-00,3,7,3,1864,04,2673
40885,с.,Къпиново,DOB,DOB12,DOB12-19,3,7,4,1864,24,2674
40899,с.,Къпиновци,RAZ,RAZ14,RAZ14-12,3,7,4,1864,16,2675
40909,гр.,Кърджали,KRZ,KRZ16,KRZ16-00,1,2,4,1864,08,2676
40926,с.,Кърланово,BLG,BLG40,BLG40-00,3,8,6,1864,01,2677
40912,с.,Кърналово,BLG,BLG33,BLG33-24,3,5,3,1864,01,2678
40939,с.,Кърнаре,PDV,PDV13,PDV13-16,3,5,6,1864,15,2679
40943,с.,Кърпачево,LOV,LOV17,LOV17-00,3,7,5,1864,10,2680
40957,с.,Кърпелево,BLG,BLG49,BLG49-00,3,8,6,1864,01,2681
40960,с.,Къртипъня,GAB,GAB12,GAB12-02,3,8,5,1864,07,2682
40974,с.,Къртожабене,PVN,PVN24,PVN24-00,3,7,2,1864,14,2683
40988,с.,Кърчовско,KRZ,KRZ14,KRZ14-22,3,7,5,1864,08,2684
40991,с.,Кършалево,KNL,KNL29,KNL29-00,3,8,7,1864,09,2685
41006,с.,Късак,SML,SML10,SML10-04,3,6,8,1864,20,2686
41010,с.,Кътина,SOF,SOF46,SOF46-41,3,6,6,1864,21,2687
41037,с.,Къшин,PVN,PVN24,PVN24-00,3,7,4,1864,14,2688
41040,с.,Къшле,PER,PER51,PER51-00,3,8,8,1864,13,2689
41054,с.,Кьолмен,SHU,SHU10,SHU10-00,3,8,4,1864,27,2690
41085,с.,Кьосево,KRZ,KRZ16,KRZ16-17,3,7,5,1864,08,2691
41099,с.,Кьосевци,TGV,TGV02,TGV02-00,3,8,5,1864,25,2692
41109,с.,Кюлевча,SHU,SHU19,SHU19-00,3,7,4,1864,27,2693
41112,гр.,Кюстендил,KNL,KNL29,KNL29-00,1,2,6,1864,09,2694
43013,с.,Лагерите,VTR,VTR04,VTR04-00,3,8,6,1864,04,2695
43027,с.,Лагошевци,VID,VID16,VID16-00,3,8,4,1864,05,2696
43030,с.,Ладарево,BLG,BLG40,BLG40-00,3,8,5,1864,01,2697
43044,с.,Лазарово,PVN,PVN39,PVN39-03,3,7,5,1864,14,2698
43061,с.,Лазарци,VTR,VTR13,VTR13-00,3,8,5,1864,04,2699
14475,с.,Лакатник,SFO,SFO43,SFO43-09,3,5,7,1864,22,2701
43092,с.,Лакатник,SFO,SFO43,SFO43-00,3,7,7,1864,22,2702
43102,с.,Лале,KRZ,KRZ21,KRZ21-13,3,7,5,1864,08,2703
43116,с.,Лалково,JAM,JAM07,JAM07-00,3,7,3,1864,28,2704
43128,с.,Ламбух,HKV,HKV11,HKV11-00,3,8,4,1864,26,2705
43147,с.,Ласкар,PVN,PVN24,PVN24-00,3,8,4,1864,14,2706
43150,с.,Ласкарево,BLG,BLG40,BLG40-00,3,7,4,1864,01,2707
43164,с.,Латинка,KRZ,KRZ02,KRZ02-00,3,8,7,1864,08,2708
43178,с.,Лебед,KRZ,KRZ08,KRZ08-19,3,8,7,1864,08,2709
43181,с.,Лебница,BLG,BLG40,BLG40-20,3,6,3,1864,01,2710
43195,с.,Лева река,PER,PER51,PER51-00,3,8,7,1864,13,2711
44906,с.,Левище,SFO,SFO43,SFO43-00,3,8,8,1864,22,2712
43205,с.,Левка,HKV,HKV28,HKV28-04,3,6,4,1864,26,2713
43219,с.,Левочево,SML,SML31,SML31-00,3,7,8,1864,20,2714
22681,с.,Левски,PAZ,PAZ20,PAZ20-03,3,6,5,1864,12,2715
43222,с.,Левски,VAR,VAR26,VAR26-00,3,7,5,1864,03,2716
43236,гр.,Левски,PVN,PVN16,PVN16-00,1,3,2,1864,14,2717
43243,с.,Левуново,BLG,BLG40,BLG40-21,3,5,3,1864,01,2718
44896,с.,Левци,KRZ,KRZ02,KRZ02-04,3,8,6,1864,08,2719
43253,с.,Леденик,VTR,VTR04,VTR04-18,3,5,3,1864,04,2720
43267,с.,Лелинци,KNL,KNL29,KNL29-00,3,8,6,1864,09,2721
43270,с.,Ленище,KRZ,KRZ02,KRZ02-13,3,8,6,1864,08,2722
43284,с.,Ленково,PVN,PVN08,PVN08-08,3,7,3,1864,14,2723
43298,с.,Леново,PDV,PDV01,PDV01-22,3,6,4,1864,15,2724
43308,с.,Ленско,HKV,HKV11,HKV11-07,3,8,4,1864,26,2725
43311,с.,Лепица,PVN,PVN37,PVN37-06,3,7,3,1864,14,2726
43325,с.,Лесидрен,LOV,LOV36,LOV36-06,3,5,5,1864,10,2727
43339,с.,Лесичарка,GAB,GAB05,GAB05-00,3,8,5,1864,07,2728
43342,с.,Лесиче,VTR,VTR13,VTR13-11,3,8,6,1864,04,2729
43356,с.,Лесичери,VTR,VTR22,VTR22-10,3,7,2,1864,04,2730
43369,с.,Лесичово,PAZ,PAZ14,PAZ14-00,3,5,4,1864,12,2731
43373,с.,Леска,KNL,KNL29,KNL29-00,3,8,8,1864,09,2732
43387,с.,Леска,SML,SML16,SML16-23,3,6,7,1864,20,2733
43390,с.,Лесковдол,SFO,SFO43,SFO43-00,3,7,7,1864,22,2734
43400,с.,Лесковец,VRC,VRC31,VRC31-04,3,6,2,1864,06,2735
43414,с.,Лесковец,MON,MON02,MON02-00,3,8,5,1864,11,2736
43428,с.,Лесковец,PER,PER32,PER32-00,3,7,7,1864,13,2737
43445,с.,Лесново,SFO,SFO17,SFO17-09,3,5,6,1864,22,2738
43459,с.,Лесово,JAM,JAM07,JAM07-11,3,6,5,1864,28,2739
43462,с.,Лесура,VRC,VRC21,VRC21-09,3,6,3,1864,06,2740
43476,гр.,Летница,LOV,LOV17,LOV17-00,1,4,2,1864,10,2741
43484,с.,Летница,SFO,SFO16,SFO16-00,3,8,6,1864,22,2742
43493,с.,Летовник,KRZ,KRZ21,KRZ21-06,3,8,5,1864,08,2743
43503,с.,Лехово,BLG,BLG40,BLG40-00,3,8,5,1864,01,2744
43517,с.,Лехчево,MON,MON04,MON04-07,3,5,2,1864,11,2745
43520,с.,Лешко,BLG,BLG03,BLG03-00,3,7,6,1864,01,2746
43548,с.,Лешниково,HKV,HKV33,HKV33-00,3,7,3,1864,26,2748
43551,с.,Лешниковци,PER,PER51,PER51-00,3,8,7,1864,13,2749
43565,с.,Лешница,BLG,BLG40,BLG40-23,3,6,3,1864,01,2750
43579,с.,Лешница,LOV,LOV18,LOV18-00,3,7,5,1864,10,2751
43582,с.,Лещак,SML,SML16,SML16-00,3,7,7,1864,20,2752
43596,с.,Лещарка,KRZ,KRZ15,KRZ15-23,3,7,6,1864,08,2753
43606,с.,Лещен,BLG,BLG13,BLG13-02,3,8,7,1864,01,2754
43615,с.,Леярово,JAM,JAM22,JAM22-00,3,8,4,1864,28,2755
43623,с.,Ливада,BGS,BGS08,BGS08-00,3,7,1,1864,02,2756
43637,с.,Ливаде,SML,SML16,SML16-07,3,8,7,1864,20,2757
43654,с.,Лик,VRC,VRC27,VRC27-15,3,7,4,1864,06,2758
43668,с.,Лилеково,SML,SML38,SML38-00,3,8,8,1864,20,2759
43671,с.,Лилково,PDV,PDV26,PDV26-00,3,8,8,1864,15,2760
43685,с.,Лиляк,TGV,TGV35,TGV35-18,3,5,4,1864,25,2761
43699,с.,Лиляново,BLG,BLG40,BLG40-00,3,7,6,1864,01,2762
43709,с.,Лиляч,KNL,KNL31,KNL31-00,3,7,6,1864,09,2763
43712,с.,Лиляче,VRC,VRC10,VRC10-11,3,6,3,1864,06,2764
43726,с.,Лимец,KRZ,KRZ15,KRZ15-00,3,8,5,1864,08,2765
43730,с.,Липен,MON,MON29,MON29-00,3,7,4,1864,11,2766
43743,с.,Липец,SML,SML31,SML31-00,3,8,7,1864,20,2767
43757,с.,Липинци,SFO,SFO16,SFO16-00,3,8,7,1864,22,2768
43760,с.,Липник,RAZ,RAZ26,RAZ26-07,3,6,5,1864,16,2769
43774,с.,Липница,VRC,VRC28,VRC28-03,3,6,2,1864,06,2770
43788,с.,Липница,SFO,SFO07,SFO07-00,3,7,5,1864,22,2771
43815,с.,Лисец,KNL,KNL29,KNL29-00,3,8,8,1864,09,2772
43829,с.,Лисец,LOV,LOV18,LOV18-18,3,6,4,1864,10,2773
43832,с.,Лисец,SFO,SFO39,SFO39-00,3,8,8,1864,22,2774
43846,с.,Лиси връх,SHU,SHU18,SHU18-00,3,8,4,1864,27,2775
43856,с.,Лисиците,KRZ,KRZ16,KRZ16-41,3,8,4,1864,08,2776
43863,с.,Лисия,BLG,BLG03,BLG03-00,3,8,7,1864,01,2777
43877,с.,Лисово,HKV,HKV28,HKV28-04,3,8,5,1864,26,2778
43880,с.,Листец,BGS,BGS18,BGS18-13,3,6,3,1864,02,2779
43894,с.,Листец,SLS,SLS07,SLS07-13,3,6,3,1864,18,2780
43904,с.,Литаково,SFO,SFO07,SFO07-07,3,5,5,1864,22,2781
43918,с.,Лобош,PER,PER22,PER22-00,3,7,6,1864,13,2782
43921,с.,Ловец,SZR,SZR31,SZR31-00,3,7,3,1864,23,2783
43935,с.,Ловец,TGV,TGV35,TGV35-19,3,6,3,1864,25,2784
43949,с.,Ловец,SHU,SHU10,SHU10-07,3,7,3,1864,27,2785
43952,гр.,Ловеч,LOV,LOV18,LOV18-00,1,2,3,1864,10,2786
43966,с.,Ловнидол,GAB,GAB29,GAB29-00,3,7,5,1864,07,2787
44937,с.,Ловско,RAZ,RAZ17,RAZ17-12,3,6,4,1864,16,2788
43983,с.,Ловци,SML,SML16,SML16-00,3,7,6,1864,20,2789
43997,с.,Ловчанци,DOB,DOB15,DOB15-32,3,6,4,1864,24,2790
68792,с.,Логодаж,BLG,BLG03,BLG03-21,3,7,6,1864,01,2791
44015,с.,Лоза,GAB,GAB05,GAB05-00,3,8,5,1864,07,2792
44029,с.,Лозарево,BGS,BGS23,BGS23-12,3,6,4,1864,02,2793
44032,с.,Лозево,SHU,SHU30,SHU30-00,3,7,4,1864,27,2794
44046,с.,Лозен,VTR,VTR31,VTR31-11,3,7,4,1864,04,2795
44053,с.,Лозен,PAZ,PAZ29,PAZ29-11,3,5,4,1864,12,2796
44063,с.,Лозен,SOF,SOF46,SOF46-61,3,4,7,1864,21,2797
44077,с.,Лозен,HKV,HKV17,HKV17-05,3,6,3,1864,26,2798
63149,с.,Лозен,SZR,SZR31,SZR31-00,3,7,5,1864,23,2799
44080,с.,Лозенградци,KRZ,KRZ14,KRZ14-00,3,7,6,1864,08,2800
44094,с.,Лозенец,BGS,BGS13,BGS13-08,3,5,1,1864,02,2801
44104,с.,Лозенец,DOB,DOB20,DOB20-10,3,6,4,1864,24,2802
44118,с.,Лозенец,JAM,JAM22,JAM22-12,3,6,3,1864,28,2803
44121,с.,Лозеница,BLG,BLG40,BLG40-00,3,8,4,1864,01,2804
44149,с.,Лозица,BGS,BGS23,BGS23-06,3,8,4,1864,02,2805
44152,с.,Лозица,PVN,PVN21,PVN21-00,3,7,3,1864,14,2806
44166,гр.,Лозница,RAZ,RAZ17,RAZ17-00,1,4,4,1864,16,2807
44179,с.,Лозница,DOB,DOB12,DOB12-00,3,8,3,1864,24,2808
44183,с.,Лозно,KNL,KNL29,KNL29-24,3,5,6,1864,09,2809
44210,с.,Локвата,KNL,KNL04,KNL04-00,3,8,7,1864,09,2810
44224,с.,Локорско,SOF,SOF46,SOF46-42,3,5,6,1864,21,2811
44238,гр.,Лом,MON,MON24,MON24-00,1,2,2,1864,11,2812
05133,с.,Лом Черковна,RSE,RSE04,RSE04-12,3,7,4,1864,17,2813
44241,с.,Ломец,LOV,LOV34,LOV34-00,3,7,5,1864,10,2814
44255,с.,Ломница,KNL,KNL29,KNL29-00,3,8,7,1864,09,2815
44269,с.,Ломница,PER,PER51,PER51-00,3,8,7,1864,13,2816
44272,с.,Ломница,DOB,DOB15,DOB15-33,3,7,4,1864,24,2817
44286,с.,Ломци,TGV,TGV24,TGV24-21,3,6,4,1864,25,2818
44294,с.,Лопушна,VAR,VAR16,VAR16-08,3,5,3,1864,03,2819
44300,с.,Лопушня,SFO,SFO09,SFO09-00,3,8,7,1864,22,2820
44313,с.,Лопян,SFO,SFO18,SFO18-03,3,7,5,1864,22,2821
24116,с.,Лудогорци,RAZ,RAZ14,RAZ14-06,3,6,4,1864,16,2822
44327,гр.,Луковит,LOV,LOV19,LOV19-00,1,3,3,1864,10,2823
44330,с.,Луково,SFO,SFO43,SFO43-00,3,7,6,1864,22,2824
44344,с.,Луличка,KRZ,KRZ15,KRZ15-25,3,7,5,1864,08,2825
44358,с.,Лъвино,RAZ,RAZ14,RAZ14-13,3,5,4,1864,16,2826
44361,с.,Лъвово,KRZ,KRZ16,KRZ16-06,3,8,5,1864,08,2827
44389,с.,Лъга,SFO,SFO18,SFO18-00,3,7,6,1864,22,2828
44416,с.,Лъжница,BLG,BLG11,BLG11-08,3,5,7,1864,01,2829
44425,с.,Лъка,BGS,BGS17,BGS17-00,3,7,1,1864,02,2830
44433,с.,Лъка,SML,SML31,SML31-00,3,7,7,1864,20,2831
